## Site Characteristics
Country     = 'Netherlands'
Station     = 'Wageningen, Haarweg'
Description = 'Observed data from Station Haarweg in Wageningen'
Source      = 'Meteorology and Air Quality Group, Wageningen University'
Contact     = 'Peter Uithol'
Longitude = 5.67; Latitude = 51.97; Elevation = 7; AngstromA = 0.18; AngstromB = 0.55; HasSunshine = False
## Daily weather observations (missing values are NaN)
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
20061231,13.80922278,18.37420799,25.22185573,1,1.5,0,NaN
20070101,4.391032953,20.85608363,22.53112566,1,2.6,0,NaN
20070102,5.558088782,18.11563536,23.28715298,1,1.4,0,NaN
20070103,11.97931514,17.847555,25.65908024,1,0.9,0,NaN
20070104,13.65510898,17.86979146,25.99002486,1,1.3,0.7,NaN
20070105,31.75302608,18.22920668,27.320777,1,1.1,0.1,NaN
20070106,11.01937859,18.17007055,26.32829744,1,2.4,0,NaN
20070107,11.39719349,18.39676783,25.42880255,1,4,10.6,NaN
20070108,22.48185816,18.97541989,26.91962525,1,2.7,0.3,NaN
20070109,1.717170844,17.8845845,21.6606799,1,4.3,4.6,NaN
20070110,9.565287965,17.96084735,23.01989532,1,4,12.5,NaN
20070111,11.67064243,18.60454344,23.70303747,1,4.9,7.9,NaN
20070112,3.682289582,20.23534815,22.1199264,1,5,3.9,NaN
20070113,12.68195776,18.63723007,23.04866886,1,2.8,7.9,NaN
20070114,12.63904915,17.67158969,21.90355686,1,2.3,0,NaN
20070115,13.7086357,18.08891695,23.70567122,1,4.8,0,NaN
20070116,13.82288249,18.37335432,23.22773189,1,3.6,0,NaN
20070117,3.748435102,19.92214405,22.2475755,1,1.5,0,NaN
20070118,10.16077969,18.5248773,24.35555251,1,1.9,0,NaN
20070119,10.45160142,17.39536785,21.71817622,1,2.4,0,NaN
20070120,9.652344837,17.50865509,23.18419446,1,2.9,1.6,NaN
20070121,11.90760241,18.20011022,24.22838508,1,2.9,0,NaN
20070122,4.176172609,19.05153384,23.6158412,1,3.2,1.2,NaN
20070123,9.980159961,18.6858638,24.8215696,1,4.6,5.3,NaN
20070124,13.10617719,17.82788788,22.55040776,1,3.6,12.7,NaN
20070125,12.1864961,19.07943956,25.63091945,1,4.2,2.5,NaN
20070126,10.37528969,18.92595808,23.36116499,1,4.1,11.7,NaN
20070127,11.79818126,19.81677267,25.06707999,1,7.3,9.5,NaN
20070128,10.9655623,20.08615402,24.74933618,1,6.5,14.1,NaN
20070129,7.658815048,20.68793468,24.43563643,1,3.7,2.3,NaN
20070130,4.908390339,20.16082507,24.74505045,1,3.2,9.2,NaN
20070131,10.88947649,17.54990175,21.58716502,1,3.3,0,NaN
20070201,7.515321918,20.00632008,23.48250218,1,5.1,7.4,NaN
20070202,10.67267783,17.63698535,22.49216122,1,5.9,16.4,NaN
20070203,11.77160009,18.11556137,22.61450639,1,3.5,3.3,NaN
20070204,7.191903467,18.98491599,21.58255807,1,2,0,NaN
20070205,11.62467666,20.1631229,22.64849506,1,2.8,4.5,NaN
20070206,11.03842687,20.24045728,22.55589338,1,2.9,0,NaN
20070207,6.5705356,18.0349321,20.32044468,1,2.3,0,NaN
20070208,10.08461199,18.75657054,21.92923356,1,1.6,0,NaN
20070209,7.62507268,18.95737227,21.23779505,1,1.8,0,NaN
20070210,10.10816094,19.6200966,22.79433227,1,1,0,NaN
20070211,11.70172763,19.74051998,23.93409386,1,1.1,0,NaN
20070212,7.798304092,19.56552621,22.97085091,1,2.7,0.3,NaN
20070213,11.73741911,18.65224867,22.29677043,1,5.5,0.1,NaN
20070214,11.82202285,18.76027147,22.46512001,1,7.1,12.3,NaN
20070215,11.42487641,18.61692854,22.70024414,1,2.8,2.9,NaN
20070216,11.46283641,19.97182773,23.84698331,1,2.3,2.4,NaN
20070217,8.818703536,19.57697556,23.16427466,1,2.7,1.3,NaN
20070218,9.387529538,19.44322287,23.98012872,1,4.5,0,NaN
20070219,11.81504975,19.6240851,25.02295358,1,3.5,0,NaN
20070220,9.699458724,18.71623389,22.48265003,1,3.1,0,NaN
20070221,8.538497959,19.25166776,22.04413122,1,4,0,NaN
20070222,7.351706446,19.51120328,22.59838035,1,4.6,0,NaN
20070223,5.106786113,19.80577513,20.77028495,1,4.2,0,NaN
20070224,10.74384442,19.32068579,21.35752557,1,2.7,0,NaN
20070225,11.9004724,19.26351957,23.51464827,1,1.7,0.2,NaN
20070226,11.35952019,17.0586286,21.95915385,1,2.1,0.7,NaN
20070227,11.6547085,18.4635541,22.15020784,1,3.9,0,NaN
20070228,5.193733011,16.01899153,19.86929561,1,4.2,0,NaN
20070301,8.019488212,17.77290599,20.10212042,1,2.9,0,NaN
20070302,6.644732349,19.2123588,21.09537898,1,3.1,0,NaN
20070303,11.22011166,19.78134748,24.02275116,1,2.2,0,NaN
20070304,10.2999716,19.64238664,23.93799382,1,1.4,0,NaN
20070305,3.163219216,19.70100454,21.32394215,1,2.1,0,NaN
20070306,5.498658028,19.72560387,21.52817976,1,1.5,0,NaN
20070307,8.007193313,18.60401335,21.70415243,1,2.1,0,NaN
20070308,9.808845249,18.54690285,22.69919374,1,3,0,NaN
20070309,8.40969428,19.5479485,22.99619654,1,2.5,0,NaN
20070310,7.452981706,19.80698995,23.59948169,1,1.5,0,NaN
20070311,6.625633094,19.39122996,23.45722589,1,2.4,0,NaN
20070312,7.549080481,19.07245043,21.66331629,1,2.2,0,NaN
20070313,10.06111089,19.15328629,23.36902046,1,1.9,0,NaN
20070314,10.11205201,19.01413111,23.30729617,1,1.8,0,NaN
20070315,8.400704375,19.17710543,22.22945712,1,1.5,0,NaN
20070316,10.90954747,19.40166625,23.61931704,1,2.1,0,NaN
20070317,4.488750654,18.64439905,21.41997026,1,1.3,0,NaN
20070318,9.740208495,18.49543891,22.38453652,1,2.9,0,NaN
20070319,5.767913655,16.90967193,21.39828813,1,1.7,0,NaN
20070320,8.868096661,20.2665521,21.95606837,1,1.9,0,NaN
20070321,11.81412986,19.83748503,22.81294078,1,1.4,0,NaN
20070322,12.18185754,19.37691613,24.25947294,1,1.8,0,NaN
20070323,6.538636586,17.73200013,21.84006365,1,1.3,0,NaN
20070324,3.236664007,17.61489749,21.27968264,1,2.1,0,NaN
20070325,11.79970104,18.22069697,23.08267581,1,1.6,0,NaN
20070326,9.312545558,18.76191787,22.9080085,1,2.1,0,NaN
20070327,11.91849192,19.82501507,24.46540036,1,1.8,0,NaN
20070328,7.6793902,17.88022754,22.53725927,1,4,0,NaN
20070329,7.970750805,19.34476489,23.71771192,1,4.3,0,NaN
20070330,12.01727296,18.3339193,23.5104851,1,3.5,0,NaN
20070331,7.960005811,18.33880426,22.44183799,1,3,0,NaN
20070401,37.73501571,19.05389022,24.85310527,1,2,0,NaN
20070402,10.86406883,19.34741729,23.21674878,1,2.5,0,NaN
20070403,2.699663835,19.18288955,21.57185329,1,2.7,0,NaN
20070404,1.600858456,19.77554603,21.65845468,1,3.2,0.1,NaN
20070405,3.539267671,18.50886143,21.87162285,1,4.3,27.7,NaN
20070406,11.27237661,18.45089852,22.69629044,1,5.1,12.3,NaN
20070407,9.579994431,20.01692745,22.67407287,1,3.6,4.5,NaN
20070408,8.852574582,18.15436903,22.0173188,1,5,9.9,NaN
20070409,3.287072773,19.66494319,22.80626125,1,4.5,8.2,NaN
20070410,11.82162246,19.97048209,24.33089872,1,4.6,6.7,NaN
20070411,9.061777841,20.35306232,24.66267708,1,2.9,0.8,NaN
20070412,13.63772494,20.50529666,24.80787629,1,3.3,7.2,NaN
20070413,8.897088339,20.6248606,22.88555182,1,2.4,0.8,NaN
20070414,8.751680548,21.34295106,22.9087935,1,2.9,20.7,NaN
20070415,9.965851226,20.53642101,23.57072741,1,1.4,1.4,NaN
20070416,13.59866511,20.41960077,23.54542994,1,2.9,0,NaN
20070417,13.18164874,20.38723659,24.01384577,1,3.1,0.8,NaN
20070418,13.86166765,20.37293457,24.36899756,1,1.6,5.7,NaN
20070419,12.06267305,20.4120401,24.39913097,1,1,0,NaN
20070420,10.63563872,18.02899206,21.92509294,1,1.2,0,NaN
20070421,12.06359988,17.93894675,21.96214344,1,1.3,0,NaN
20070422,15.03483617,19.28811624,24.4666425,1,1.2,0,NaN
20070423,14.32371069,18.20855682,22.36146609,1,1.3,0,NaN
20070424,7.946971539,20.23577461,22.99926437,1,2.1,2.7,NaN
20070425,9.662422394,19.84157884,24.50578599,1,1.9,5.5,NaN
20070426,12.59496147,20.60651261,24.69442149,1,1.4,2.7,NaN
20070427,5.462326739,18.98447758,22.17529694,1,3.8,0.3,NaN
20070428,15.89062487,17.7710726,22.82144082,1,2.9,0,NaN
20070429,13.16648297,17.78957483,22.28596023,1,2,3.3,NaN
20070430,14.01036839,19.85186439,22.92297651,1,1.6,0,NaN
20070501,11.83178725,19.20701237,23.88228047,1,1.6,0,NaN
20070502,16.67467522,19.6432759,24.98107574,1,1.6,0,NaN
20070503,21859,21,21,1,1.8,0,NaN
20070504,21773,21,21,1,2.1,0,NaN
20070505,20563,21,21,1,1.9,0,NaN
20070506,20909,21,21,1,1.9,0,NaN
20070507,22550,21,21,1,2.4,12.1,NaN
20070508,10800,21,21,1,1.9,4.3,NaN
20070509,11837,21,21,1,1.4,18.7,NaN
20070510,16502,21,21,1,1.3,0,NaN
20070511,5443,21,21,1,2.4,0,NaN
20070512,18058,21,21,1,2.3,0,NaN
20070513,16848,21,21,1,1.9,17.5,NaN
20070514,11923,21,21,1,2.6,0.2,NaN
20070515,15725,21,21,1,3.1,1.3,NaN
20070516,17280,21,21,1,3,1.1,NaN
20070517,10973,21,21,1,1.6,10,NaN
20070518,28080,21,21,1,1.7,0,NaN
20070519,20563,21,21,1,2.3,0.7,NaN
20070520,5357,21,21,1,1.3,3.8,NaN
20070521,17366,21,21,1,2.2,3.8,NaN
20070522,13392,21,21,1,2.8,9.3,NaN
20070523,14602,21,21,1,2.5,2.7,NaN
20070524,12614,21,21,1,2.4,4,NaN
20070525,12182,21,21,1,4.5,4.6,NaN
20070526,19613,21,21,1,4.2,0.4,NaN
20070527,25747,21,21,1,3.4,1.2,NaN
20070528,6221,21,21,1,4.2,8.8,NaN
20070529,11578,21,21,1,2.9,0.1,NaN
20070530,19526,21,21,1,2.5,0.9,NaN
20070531,15725,21,21,1,3.2,9,NaN
20070601,9850,21,21,1,3.4,2,NaN
20070602,8986,21,21,1,3.1,16.8,NaN
20070603,18144,21,21,1,3.7,23.8,NaN
20070604,4579,21,21,1,6.1,5.8,NaN
20070605,19786,21,21,1,4.1,1.1,NaN
20070606,22032,21,21,1,1.4,0.7,NaN
20070607,20390,21,21,1,1.5,0.4,NaN
20070608,16762,21,21,1,2.1,5.1,NaN
20070609,10109,21,21,1,3.2,0.7,NaN
20070610,10022,21,21,1,3.3,1.4,NaN
20070611,14861,21,21,1,2.9,0.1,NaN
20070612,19958,21,21,1,3.3,0,NaN
20070613,16330,21,21,1,1.6,0,NaN
20070614,17885,21,21,1,1.9,0.8,NaN
20070615,22032,21,21,1,3.4,2.1,NaN
20070616,20131,21,21,1,1.9,2.2,NaN
20070617,21168,21,21,1,1.2,0,NaN
20070618,8467,21,21,1,2.6,11.8,NaN
20070619,24451,21,21,1,2.4,14.9,NaN
20070620,15120,21,21,1,2.1,4.2,NaN
20070621,8640,21,21,1,2.7,6.7,NaN
20070622,15120,21,21,1,4.2,4.2,NaN
20070623,21686,21,21,1,2.9,0,NaN
20070624,10368,21,21,1,3.5,9.1,NaN
20070625,19094,21,21,1,4.7,0.2,NaN
20070626,19008,21,21,1,2.9,13.9,NaN
20070627,10627,21,21,1,2.2,19.1,NaN
20070628,20563,21,21,1,3.1,2.3,NaN
20070629,20736,21,21,1,1.7,0,NaN
20070630,24278,21,21,1,1.5,0,NaN
20070701,8381,21,21,1,1.1,0,NaN
20070702,19526,21,21,1,1.4,0,NaN
20070703,25315,21,21,1,1.9,0,NaN
20070704,25747,21,21,1,3.2,0,NaN
20070705,19440,21,21,1,2.8,0.4,NaN
20070706,10368,21,21,1,1.3,0.4,NaN
20070707,12614,21,21,1,1.5,0,NaN
20070708,1987,21,21,1,2.2,7.6,NaN
20070709,9936,21,21,1,1.9,0,NaN
20070710,22550,21,21,1,1.1,0,NaN
20070711,19872,21,21,1,1.5,7,NaN
20070712,17626,21,21,1,2.5,0,NaN
20070713,17885,21,21,1,3.5,2.3,NaN
20070714,13910,21,21,1,4.4,5.6,NaN
20070715,14947,21,21,1,4.2,6.6,NaN
20070716,10800,21,21,1,2.4,8.8,NaN
20070717,18403,21,21,1,2.2,0,NaN
20070718,14947,21,21,1,2.3,0,NaN
20070719,9072,21,21,1,2,5.7,NaN
20070720,10973,21,21,1,1.6,6.9,NaN
20070721,9072,21,21,1,3.7,0.9,NaN
20070722,10973,21,21,1,1.6,3.9,NaN
20070723,19958,21,21,1,1,0.3,NaN
20070724,17107,21,21,1,1.7,0,NaN
20070725,12614,21,21,1,1.5,0,NaN
20070726,13392,21,21,1,1.2,0,NaN
20070727,16157,21,21,1,1.1,0,NaN
20070728,17712,21,21,1,1.2,0,NaN
20070729,9590,21,21,1,2.9,0.1,NaN
20070730,7344,21,21,1,3.1,1.1,NaN
20070731,9418,21,21,1,2,1.2,NaN
20070801,11232,21,21,1,3.7,3.3,NaN
20070802,16416,21,21,1,1.9,16.9,NaN
20070803,17366,21,21,1,2,0.3,NaN
20070804,5184,21,21,1,1.3,0.9,NaN
20070805,10195,21,21,1,1.7,0,NaN
20070806,9158,21,21,1,1.4,0.5,NaN
20070807,6826,21,21,1,1.8,0,NaN
20070808,8640,21,21,1,1.5,0,NaN
20070809,6307,21,21,1,3.5,5.2,NaN
20070810,11923,21,21,1,1.9,0,NaN
20070811,9590,21,21,1,0.8,0,NaN
20070812,8467,21,21,1,1,0,NaN
20070813,10454,21,21,1,2.2,0,NaN
20070814,16416,21,21,1,1.1,0,NaN
20070815,13910,21,21,1,2.9,0,NaN
20070816,2678,21,21,1,2,5.6,NaN
20070817,11491,21,21,1,2.1,5.2,NaN
20070818,11491,21,21,1,3.6,0.1,NaN
20070819,5616,21,21,1,4.3,1.7,NaN
20070820,7862,21,21,1,2.8,0,NaN
20070821,7430,21,21,1,1,0,NaN
20070822,12787,21,21,1,1.5,0,NaN
20070823,5875,21,21,1,3.3,2.6,NaN
20070824,9331,21,21,1,2.8,2.5,NaN
20070825,8899,21,21,1,1.4,0.4,NaN
20070826,9418,21,21,1,2.4,3.4,NaN
20070827,6739,21,21,1,2,6.4,NaN
20070828,2074,21,21,1,2.8,3,NaN
20070829,4925,21,21,1,2.2,0.2,NaN
20070830,2506,21,21,1,1.8,1.6,NaN
20070831,3110,21,21,1,1.9,0,NaN
20070901,1555,21,21,1,1.6,7.8,NaN
20070902,6048,21,21,1,1.7,0,NaN
20070903,9158,21,21,1,0.8,0,NaN
20070904,12960,21,21,1,2,0,NaN
20070905,12010,21,21,1,0.8,0,NaN
20070906,7344,21,21,1,0.7,0,NaN
20070907,3024,21,21,1,1.5,0,NaN
20070908,6998,21,21,1,1.4,0,NaN
20070909,8986,21,21,1,1.1,0,NaN
20070910,5962,21,21,1,1.8,0,NaN
20070911,9850,21,21,1,1.1,0,NaN
20070912,11146,21,21,1,2,0,NaN
20070913,9072,21,21,1,2.2,0,NaN
20070914,7776,21,21,1,2.6,0,NaN
20070915,2160,21,21,1,2.7,2.8,NaN
20070916,7603,21,21,1,1.8,0.6,NaN
20070917,5875,21,21,1,1,0,NaN
20070918,9504,21,21,1,0.6,0,NaN
20070919,3283,21,21,1,1.3,0.4,NaN
20070920,9504,21,21,1,2.5,0,NaN
20070921,9504,21,21,1,2.5,0,NaN
20070922,3629,21,21,1,3.1,0,NaN
20070923,1987,21,21,1,2.7,0,NaN
20070924,2938,21,21,1,1.8,0,NaN
20070925,1901,21,21,1,1.8,0,NaN
20070926,4234,21,21,1,4,2.5,NaN
20070927,864,21,21,1,1.9,6.4,NaN
20070928,5962,21,21,1,1.1,0,NaN
20070929,4234,21,21,1,1.9,0,NaN
20070930,1642,21,21,1,2.3,0,NaN
20071001,1469,21,21,1,1.8,2,NaN
20071002,1728,21,21,1,1.6,0.1,NaN
20071003,2506,21,21,1,0.7,0,NaN
20071004,1728,21,21,1,2.7,3.9,NaN
20071005,5270,21,21,1,3.1,0.1,NaN
20071006,1123,21,21,1,4.4,1.1,NaN
20071007,2506,21,21,1,3.8,10.1,NaN
20071008,4925,21,21,1,4.2,5.1,NaN
20071009,3974,21,21,1,3.5,34.2,NaN
20071010,3370,21,21,1,4.7,10.2,NaN
20071011,4666,21,21,1,2.8,0.1,NaN
20071012,950,21,21,1,2.9,3.1,NaN
20071013,4493,21,21,1,1.3,0,NaN
20071014,5616,21,21,1,1,0,NaN
20071015,2765,21,21,1,1.3,0,NaN
20071016,4493,21,21,1,1.5,0,NaN
20071017,4493,21,21,1,3.1,0,NaN
20071018,1728,21,21,1,3.5,0,NaN
20071019,2851,21,21,1,3.6,1,NaN
20071020,691,21,21,1,2.9,0.2,NaN
20071021,4579,21,21,1,2.3,0,NaN
20071022,1814,21,21,1,1.7,1.2,NaN
20071023,2938,21,21,1,2.7,0.8,NaN
20071024,2592,21,21,1,3.8,6.2,NaN
20071025,2678,21,21,1,2.2,0.3,NaN
20071026,2678,21,21,1,1.2,0,NaN
20071027,1037,21,21,1,3.2,0.1,NaN
20071028,518,21,21,1,4.1,3.2,NaN
20071029,605,21,21,1,4.2,7.7,NaN
20071030,4061,21,21,1,6.4,6.5,NaN
20071031,432,21,21,1,6.9,17.1,NaN
20071101,2419,21,21,1,4.7,5.4,NaN
20071102,1469,21,21,1,3.2,0.5,NaN
20071103,950,21,21,1,5.8,1.3,NaN
20071104,518,21,21,1,5.3,17.9,NaN
20071105,1987,21,21,1,7.5,10.3,NaN
20071106,2074,21,21,1,5.1,11.5,NaN
20071107,3283,21,21,1,4.5,6,NaN
20071108,1814,21,21,1,2.2,0.8,NaN
20071109,2678,21,21,1,2,0.1,NaN
20071110,864,21,21,1,0.7,0.1,NaN
20071111,1123,21,21,1,1,0,NaN
20071112,1728,21,21,1,1.3,0,NaN
20071113,2592,21,21,1,2.3,0,NaN
20071114,3542,21,21,1,2.2,0,NaN
20071115,1382,21,21,1,3.5,0,NaN
20071116,2419,21,21,1,2.6,0,NaN
20071117,3197,21,21,1,1.6,0,NaN
20071118,950,21,21,1,1.9,0,NaN
20071119,950,21,21,1,1.5,0,NaN
20071120,3370,21,21,1,1.6,0,NaN
20071121,2246,21,21,1,1,0,NaN
20071122,1382,21,21,1,2.7,0,NaN
20071123,1987,21,21,1,3.9,0.1,NaN
20071124,950,21,21,1,2.5,0.7,NaN
20071125,778,21,21,1,4,0,NaN
20071126,2938,21,21,1,4.8,0,NaN
20071127,2419,21,21,1,5.4,2,NaN
20071128,1642,21,21,1,3.2,1.5,NaN
20071129,1469,21,21,1,0.8,0,NaN
20071130,1123,21,21,1,2.4,0,NaN
20071201,3715,21,21,1,3.8,0,NaN
20071202,1814,21,21,1,4.9,0.2,NaN
20071203,1469,21,21,1,4.8,0.8,NaN
20071204,1555,21,21,1,4.5,8.6,NaN
20071205,3629,21,21,1,2.4,0.2,NaN
20071206,2246,21,21,1,6.4,3.2,NaN
20071207,1469,21,21,1,4.3,0,NaN
20071208,1901,21,21,1,4.7,0.1,NaN
20071209,2506,21,21,1,5.4,0.4,NaN
20071210,950,21,21,1,4.5,7.2,NaN
20071211,1814,21,21,1,4.5,1.8,NaN
20071212,2246,21,21,1,4.2,0,NaN
20071213,3110,21,21,1,5.1,0.1,NaN
20071214,691,21,21,1,7.1,5.1,NaN
20071215,3110,21,21,1,4,0,NaN
20071216,1210,21,21,1,4.4,3.6,NaN
20071217,1037,21,21,1,5.9,8.4,NaN
20071218,346,21,21,1,5.9,20.1,NaN
20071219,346,21,21,1,7.2,3.8,NaN
20071220,864,21,21,1,7.5,13.4,NaN
20071221,4925,21,21,1,2.4,3.5,NaN
20071222,778,21,21,1,3.7,1.2,NaN
20071223,518,21,21,1,4.1,2.3,NaN
20071224,3802,21,21,1,5.2,0,NaN
20071225,4493,21,21,1,6,0,NaN
20071226,2592,21,21,1,4.6,0.4,NaN
20071227,1382,21,21,1,1.9,0,NaN
20071228,950,21,21,1,2.6,0,NaN
20071229,1555,21,21,1,2.5,3.4,NaN
20071230,1901,21,21,1,7.3,2.9,NaN
20071231,2765,21,21,1,7,0.5,NaN
20080101,5098,21,21,1,4.3,6.4,NaN
20080102,5530,21,21,1,4.7,0,NaN
20080103,1555,21,21,1,4.2,0.2,NaN
20080104,1123,21,21,1,5.8,5,NaN
20080105,2333,21,21,1,4.6,1.9,NaN
20080106,4493,21,21,1,1.9,0.1,NaN
20080107,7344,21,21,1,2.1,0,NaN
20080108,7603,21,21,1,2.2,0,NaN
20080109,7171,21,21,1,1.5,0,NaN
20080110,7517,21,21,1,1.2,0,NaN
20080111,7776,21,21,1,1.2,0,NaN
20080112,2419,21,21,1,1.6,0,NaN
20080113,1642,21,21,1,1.9,0,NaN
20080114,8899,21,21,1,3.4,0,NaN
20080115,9072,21,21,1,2.7,0,NaN
20080116,9158,21,21,1,1.4,0,NaN
20080117,6134,21,21,1,0.7,0,NaN
20080118,4061,21,21,1,1.4,0,NaN
20080119,6826,21,21,1,1.6,0,NaN
20080120,2160,21,21,1,4.2,0.3,NaN
20080121,1901,21,21,1,6.9,0.4,NaN
20080122,4493,21,21,1,3.3,0,NaN
20080123,3110,21,21,1,2.8,2.5,NaN
20080124,9936,21,21,1,2.6,2.2,NaN
20080125,2074,21,21,1,5.4,5.9,NaN
20080126,9245,21,21,1,4,0,NaN
20080127,6826,21,21,1,1.5,0,NaN
20080128,5098,21,21,1,4.3,10.6,NaN
20080129,5530,21,21,1,8.6,4.6,NaN
20080130,8122,21,21,1,6.4,1.5,NaN
20080131,8899,21,21,1,4.8,0,NaN
20080201,9763,21,21,1,2.6,1.4,NaN
20080202,11405,21,21,1,2.4,0.3,NaN
20080203,2333,21,21,1,4.4,0.8,NaN
20080204,3283,21,21,1,2.9,1,NaN
20080205,9072,21,21,1,4,0.1,NaN
20080206,2246,21,21,1,4.7,3.6,NaN
20080207,3542,21,21,1,6.8,2.5,NaN
20080208,3542,21,21,1,6.9,8.6,NaN
20080209,2333,21,21,1,8.3,4.2,NaN
20080210,9763,21,21,1,5.5,0,NaN
20080211,12442,21,21,1,3.1,0.7,NaN
20080212,6998,21,21,1,2.3,0,NaN
20080213,2851,21,21,1,3.1,14.7,NaN
20080214,6221,21,21,1,2.7,0,NaN
20080215,12442,21,21,1,2.5,0.6,NaN
20080216,12442,21,21,1,2.8,1,NaN
20080217,6134,21,21,1,5,19.7,NaN
20080218,6653,21,21,1,3.8,11.2,NaN
20080219,7171,21,21,1,2.6,0.5,NaN
20080220,14256,21,21,1,1.7,0.3,NaN
20080221,11578,21,21,1,2.7,2.1,NaN
20080222,11578,21,21,1,4.2,3,NaN
20080223,6048,21,21,1,1.8,0.3,NaN
20080224,8726,21,21,1,2.2,0.1,NaN
20080225,7949,21,21,1,4.5,4.7,NaN
20080226,12442,21,21,1,5.8,1,NaN
20080227,4061,21,21,1,3.9,7.7,NaN
20080228,12355,21,21,1,2,0.1,NaN
20080229,7171,21,21,1,3.6,3,NaN
20080301,7258,21,21,1,3.6,0.2,NaN
20080302,8035,21,21,1,3.1,0.5,NaN
20080303,4925,21,21,1,2,0,NaN
20080304,3024,21,21,1,1.9,13.5,NaN
20080305,15638,21,21,1,2,5,NaN
20080306,17626,21,21,1,1.6,0,NaN
20080307,18835,21,21,1,1.7,0,NaN
20080308,16502,21,21,1,1.1,0,NaN
20080309,16848,21,21,1,1.5,0,NaN
20080310,15120,21,21,1,2,0,NaN
20080311,12096,21,21,1,3.4,0.4,NaN
20080312,15034,21,21,1,2.3,0.5,NaN
20080313,12182,21,21,1,1.8,0,NaN
20080314,12182,21,21,1,1.7,0.5,NaN
20080315,11923,21,21,1,1.5,0,NaN
20080316,19267,21,21,1,2.7,0,NaN
20080317,18749,21,21,1,4.9,0,NaN
20080318,16330,21,21,1,4.6,0.5,NaN
20080319,19699,21,21,1,4.1,0,NaN
20080320,20995,21,21,1,4.2,0,NaN
20080321,19354,21,21,1,3.4,0,NaN
20080322,17107,21,21,1,2.8,5.7,NaN
20080323,13219,21,21,1,2.9,1,NaN
20080324,19354,21,21,1,2.8,0,NaN
20080325,18058,21,21,1,2.2,0,NaN
20080326,19267,21,21,1,3.4,0,NaN
20080327,5011,21,21,1,2.1,4.5,NaN
20080328,12442,21,21,1,3.4,4.2,NaN
20080329,12182,21,21,1,4.8,0.2,NaN
20080330,17107,21,21,1,3.2,0.2,NaN
20080331,18576,21,21,1,1.5,0,NaN
20080401,23760,21,21,1,2.1,0,NaN
20080402,25142,21,21,1,3.3,0,NaN
20080403,25920,21,21,1,3.1,0,NaN
20080404,26093,21,21,1,2.9,0,NaN
20080405,25056,21,21,1,2.4,0,NaN
20080406,25834,21,21,1,2.7,0,NaN
20080407,25574,21,21,1,3,0,NaN
20080408,25834,21,21,1,2.7,0,NaN
20080409,26438,21,21,1,3.1,0,NaN
20080410,25834,21,21,1,2.5,0,NaN
20080411,22896,21,21,1,2.4,0,NaN
20080412,16762,21,21,1,2.2,4,NaN
20080413,17021,21,21,1,1.4,1,NaN
20080414,6826,21,21,1,1.3,13.8,NaN
20080415,3456,21,21,1,1.8,7.4,NaN
20080416,22810,21,21,1,2,0,NaN
20080417,15293,21,21,1,1.5,0,NaN
20080418,27389,21,21,1,2.5,0,NaN
20080419,28339,21,21,1,2.5,0,NaN
20080420,20131,21,21,1,1.7,0,NaN
20080421,23933,21,21,1,2.6,0,NaN
20080422,25142,21,21,1,3.8,0,NaN
20080423,10886,21,21,1,3,2.6,NaN
20080424,8294,21,21,1,3.9,0.8,NaN
20080425,13738,21,21,1,3.7,0.2,NaN
20080426,13046,21,21,1,3.1,0.1,NaN
20080427,9158,21,21,1,1.3,5.8,NaN
20080428,12096,21,21,1,2,0.5,NaN
20080429,15725,21,21,1,1.7,17.9,NaN
20080430,15811,21,21,1,1.3,0,NaN
20080501,24019,21,21,1,2.2,17.8,NaN
20080502,16502,21,21,1,2.2,11.9,NaN
20080503,13824,21,21,1,1.3,0,NaN
20080504,10368,21,21,1,1.7,0.5,NaN
20080505,26784,21,21,1,2,0,NaN
20080506,18922,21,21,1,1.9,0,NaN
20080507,20218,21,21,1,1.3,13.5,NaN
20080508,26698,21,21,1,1.3,0,NaN
20080509,23414,21,21,1,2.1,0,NaN
20080510,14515,21,21,1,2.2,0,NaN
20080511,7517,21,21,1,1.3,5.1,NaN
20080512,13306,21,21,1,2,0.2,NaN
20080513,11837,21,21,1,1.1,6.3,NaN
20080514,18490,21,21,1,1.8,4.7,NaN
20080515,21773,21,21,1,1.3,0,NaN
20080516,27734,21,21,1,1.1,0,NaN
20080517,23674,21,21,1,2.4,0,NaN
20080518,12614,21,21,1,3.7,0.6,NaN
20080519,20045,21,21,1,3.4,0,NaN
20080520,22378,21,21,1,2.1,0,NaN
20080521,20822,21,21,1,4.4,4.6,NaN
20080522,24106,21,21,1,3.6,0,NaN
20080523,28253,21,21,1,2.3,0,NaN
20080524,17971,21,21,1,3.4,0,NaN
20080525,24538,21,21,1,3,0,NaN
20080526,22810,21,21,1,5,2.6,NaN
20080527,14602,21,21,1,4.2,2.7,NaN
20080528,19872,21,21,1,3.2,0,NaN
20080529,20563,21,21,1,1.6,0,NaN
20080530,28944,21,21,1,1.4,0,NaN
20080531,20909,21,21,1,2.5,6.8,NaN
20080601,6134,21,21,1,2,2.9,NaN
20080602,18230,21,21,1,2.2,0.1,NaN
20080603,20477,21,21,1,2.2,0,NaN
20080604,21427,21,21,1,3.4,0.2,NaN
20080605,11837,21,21,1,4.7,9.3,NaN
